ID,label,description
Q876864,Redakteur,"Mitarbeiter, der innerhalb der Medien redaktionelle Aufgaben übernimmt"
Q9352089,Spion,"Person, engagiert in der Beschaffung von Informationen, die geheim oder vertraulich sind"
Q178069,Nekrose,biologischer Prozess
Q420,Biologie,Wissenschaft des Lebendigen
Q1183,Puerto Rico,Außengebiet der Vereinigten Staaten
Q988108,Verein,Zusammenschluss von Menschen für ein gemeinsames Interesse oder Ziel
Q15284,Gemeinde,räumlich-administrative Verwaltungseinheit in einem Staat
Q203300,Gemeinde in Liechtenstein,Verwaltungseinheit in Liechtenstein
Q130857,DJ,"Person, die auf Tonträgern enthaltene Musik in einer individuellen Auswahl vor einem Publikum abspielt"
Q1115575,Civil Parish in England,Verwaltungseinheit in England
Q15273785,Belgische Gemeinde mit Stadtrecht,Gemeinde mit Stadtrecht in Belgien
Q214917,Dramatiker,"Schriftsteller, der Theaterstücke (Dramen) verfasst"
Q1792379,Kunstgenre,Genre in den Künsten
Q134307,Porträt,künstlerische Abbildung von einer oder mehreren Personen
Q484876,Chief Executive Officer,geschäftsführendes Vorstandsmitglied nach US-amerikanischer Bezeichnung
Q1255921,Präsident,Amtsbezeichnung des Leiters einer Administration
Q494721,Shi,kommunale Verwaltungseinheit in Japan
Q18663566,ehemalige Gemeinde in Japan,einst bestehende Gemeinde in Japan
Q182015,Thriller,Literatur- und Filmgenre
Q1762165,Action,"stimulierende, ereignisreiche, dramatische Situation oder Handlung mit viel Spannung"
Q19842222,Krimi,Genre
Q20664530,Kriminalliteratur,Literaturgenre
Q169872,Symptom,"Zeichen, das auf eine Erkrankung oder Verletzung hinweist"
Q1110794,Tageszeitung,in der Regel täglich erscheinendes Printmedium
Q1153191,Internet-Zeitung,"Zeitung, die im Internet veröffentlicht wird"
Q150,Französisch,romanische Sprache
Q7113244,Eierstockerkrankung,Erkrankung der Eierstöcke
Q33231,Fotograf,Urheber von fotografischen Aufnahmen
Q1589009,Privatgesellschaft,"Unternehmen, dessen Anteile auf einen kleinen Kreis von Gesellschaftern beschränkt ist"
Q2074737,Gemeinde in Spanien,Verwaltungsebene in Spanien
Q23058,Kanton,Gliedstaaten der Schweizerischen Eidgenossenschaft
Q13582652,Bauingenieur,"Ingenieur mit Spezialisierung auf Planung, den Bau und die Wartung der gebauten Umwelt"
Q675824,Kolumbarium,Oberirdisches Bauwerk zur Aufbewahrung von Urnen und Särgen
Q42889517,Oboeninstrument,Instrument aus der Instrumentenfamilie der Oboen
Q1136601,Unitary Authority,Verwaltungseinheit in England
Q48091,Region in England,Verwaltungseinheit in England
Q294414,öffentliches Amt,"Dienst, der innerhalb der Exekutive und Judikative von Personen ausgeübt wird"
Q599151,leitender Beamter,"Person, die in leitender Position ein Amt innehat"
Q250858,plurizentrische Sprache,Sprache mit mehreren Standardvarietäten
Q317623,Standard,"einheitliche oder vereinheitlichte Art und Weise, etwas herzustellen oder durchzuführen"
Q392651,Agent,hauptberuflicher Mitarbeiter eines Nachrichtendienstes
Q15105893,Stadt in Kroatien,Verwaltungseinheit von Kroatien
Q1328899,Standardisierungsorganisation,"Organisation, die Standards entwickelt"
Q7339484,Straßenradfahren,Form des Radfahrens
Q1615742,Provinz von China,Verwaltungseinheit in China
Q11828004,Provinz in Kanada,Verwaltungseinheit in Kanada
Q4,Tod,endgültiger Verlust der Lebensfunktionen
Q1056901,Verlust,Einbüßen eines Einsatzmittels beim Militär
Q715301,Comicautor,"Person, die zur Erstellung eines Comics beiträgt"
Q17737,Theorie,"hervorgebrachtes System mit dem Ziel, Ausschnitte der Realität zu erklären"
Q1963588,Blutkrankheit,Erkrankung des Blutes
Q2001305,Fernsehkanal,"Kanal, über den eine Fernsehstation aussendet"
Q18556697,HIV-Krankeit,Krankheit
Q2159907,Krimineller,"Person, die strafbare, verbrecherische Handlungen ausübt"
Q3966286,Hinrichtung,vorsätzliche Tötung eines Menschen
Q49757,Dichter,"Schriftsteller, der eigene Gedichtbände veröffentlicht"
Q822146,Liedtexter,Verfasser von singbaren Texten für Lieder
Q24262594,religiöser Verfasser,Autor religiöser Schriften
Q1238570,Politikwissenschaftler,"Person, die sich mit Politikwissenschaft beschäftigt"
Q5849,Rugby Union,Sportart aus der Rugby-Familie
Q2252077,Schusswaffengebrauch,Schussabgabe aus einer Schusswaffe durch einen Schützen
Q105688,Hypoxie,Krankheit
Q20965770,Wintersportler,"Person, die eine oder mehrere Wintersportarten betreibt"
Q6138528,Koalition,in der Politik temporäres Bündnis politischer Parteien
Q34171,Tai-Kadai-Sprachen,Sprachfamilie
Q413,Physik,"Naturwissenschaft, die grundlegende Phänomene der Natur untersucht"
Q1355654,Parteihochschule,Bildungseinrichtung kommunistischer Parteien
Q22698,Park,gestaltete größere Grünflächen
Q13424425,Waldfriedhof,"Friedhof, der auf der Gesamtfläche einen dichten Baumbestand aufweist"
Q11351,organische Chemie,"Teilgebiet der Chemie, Kohlenstoffchemie"
Q169470,Physiker,Naturwissenschaftler der Physik
Q9259,UNESCO-Welterbe,Titel der UNESCO
Q2177636,Kommune in Dänemark,Verwaltungseinheit in Dänemark
Q996839,Bruderschaft,organisierte Gemeinschaft oder Körperschaft von Männern
Q3875186,Bau,Herstellung von Objekten und Konstruktionen jeglicher Art
Q205049,Weltmusik,Musikgenre
Q4384751,Traditionskultur,"traditionelle Tänze, Lieder und Geschichten, überliefert oder moderne Neuinterpretationen"
Q43343,Folk,Musik-Genre
Q20901295,Außenministerium,"Ministerium, regelt die auswärtigen Beziehungen eines Staates"
Q7830213,Township in New Jersey,Verwaltungseinheit im US-Bundesstaat New Jersey
Q219577,Holding,"Unternehmen, nur Kapitalbeteiligungen an anderen Unternehmen zu halten"
Q2442401,Tonträgerunternehmen,"Unternehmen der Musikindustrie, das die Entwicklung, Produktion und Vermarktung von Musik auf Tonträgern betreibt"
Q18931911,Theoretiker,Bearbeiter von Theorien
Q1455927,Personalprälatur,Institut nach kanonischem Recht mit Statuten vom Heiligen Stuhl
Q961559,Nguni-Sprachen,Familie der afrikanischen Sprachen
Q855091,Gitarrist,"MusikerIn, der/die Gitarre spielt"
Q3529618,akademischer Titel,"Titel eines Studierenden oder eines Lehrers, der von einer akademischen Institution verliehen wird"
Q1231865,Pädagoge,"Person, die sich mit erzieherischen Handeln professionell auseinandersetzt"
Q2675537,Musiklehrer,"Person, die musizieren lehrt"
Q18621601,Vergiftung,"pathologischer Zustand eines Lebewesens, der durch die Aufnahme einer jeweiligen Mindestmenge von verschiedensten Substanzen ausgelöst wird"
Q2600216,Yersiniose,Krankheit durch Bakterien der Gattung Yersinia
Q12078,Krebs,bösartige Tumorerkrankung
Q233309,Hirntumor,Tumor im Gehirn
Q2610088,Moräne,"geomorphologischer Begriff, Geschiebe und Ablagerungen von Gletschern"
Q46395,britische Überseegebiete,"Gebiete, die keinen Teil des britischen Staates bilden, aber unter seiner Hoheit stehen"
Q1402592,Inselgruppe,Ansammlung mehrerer Inseln
Q8242,Literatur,Bereich aller mündlich oder schriftlich fixierten sprachlichen Zeugnisse
Q811979,Bauwerk,Konstruktion mit ruhendem Kontakt zum Untergrund
Q16110,Region in Italien,oberste administrative Einheit in Italien
Q451967,menschliche Handlung,"jede menschliche, von Motiven geleitete zielgerichtete Aktivität"
Q1190554,Ereignis,Auftreten eines beobachtbaren Geschehens
Q10843872,Prozess,"Ablauf, Gang eines Geschehens"
Q737460,Sehbehinderung,Einschränkung der visuellen Wahrnehmungsfähigkeit
Q3041498,Augenkrankheit,Erkrankung des Auges
Q7188,Regierung,"Institution des Staates, welche die Politik nach innen und außen lenkt und beaufsichtigt"
Q640506,Kabinett,in der Politik zumeist eine bestimmte Regierung eines (Bundes-)Staates
Q153813,Vernichtungslager,Ort zur gezielten Vernichtung von Völkern und Menschengruppen
Q41298,Zeitschrift,regelmäßig wöchentlich bis vierteljährlich erscheinendes Printmedium
Q2616791,Stadtgemeinde von Polen,Verwaltungseinheit in Polen
Q33525,Karzinom,"Krebserkrankungen, ausgehend von entarteten Zellen im Deckgewebe von Haut oder Schleimhaut"
Q1783924,Kopf-Hals-Karzinom,Krankheit
Q990488,Luftkurort,Prädikat für Kurorte
Q1499928,Gemarkung,Flächeneinheit des Katasters (Grundbuch)
Q1336920,Community College,Bildungsinstitution
Q1852859,Wohnplatz in den Niederlanden,Stadt oder Dorf in NL
Q33384,Dialekt,lokale oder regionale Sprachvarietät
Q478798,Abbild,Bild und seine Beziehung zu einem darauf abgebildeten wiedererkennbaren Gegenstand
Q1622217,Figürliche Kunst,"Darstellung von Personen, Lebewesen oder Gegenstände"
Q1658894,Illusionist,"Künstler, der meist mit technischen Mitteln bei seinem Publikum Sinnestäuschungen erzeugt"
Q622358,Indian Institute of Technology,mehrere Universitäten in Indien
Q5195043,Borough,Verwaltungseinheit in verschiedenen Staaten
Q3664326,Piratenpartei,Politische Partei
Q1779527,Studentenverbindung,in Vereinen organisierte Minderheit von Studenten und Alumni im deutschsprachigen Raum
Q562061,Marktgemeinde,Gemeinde mit Marktrecht
Q15303838,Sitz der Gemeindeverwaltung,"Ort, an dem die Verwaltung einer Gemeinde ihren Sitz hat"
Q901402,Geograph,"Gelehrter, dessen Studienbereich Geographie ist"
Q1792623,Kunstschule,kunstpädagogische Einrichtung
Q11784483,Neues Bauen,Architekturkonzept im frühen 20. Jahrhundert
Q1476215,Menschenrechtler,"Person, die sich gewaltfrei für die Menschen- und Grundrechte einsetzt"
Q3184121,Gemeinde in Brasilien,administrative Aufteilung der Bundesstaaten in Brasilien
Q9794,Reggae,Musikrichtung jamaikanischen Ursprungs
Q2120466,Päpstliche Universität,"römisch-katholische Universität, die durch den Heiligen Stuhl errichtet wurde und unter dessen direkter Aufsicht steht"
Q1368944,Spieleindustrie,"Industriezweig, der sich mit der Erfindung, Produktion und Vermarktung von Spielen beschäftigt"
Q180744,Blechblasinstrument,Musikinstrument
Q29431432,Dyade,Gruppe oder Serie von zwei Dingen oder Objekten
Q1017546,Stadtteil von Los Angeles,Wikimedia-Liste
Q352102,Journalistenschule,"Bildungseinrichtung, die zukünftige Redakteure für Presse, Rundfunk und Online-Medien ausbildet"
Q3518817,Äquivalentes Gebiet,Verwaltungseinheit von Québec
Q20502,House Muzik,"Stilrichtung der elektronischen Tanzmusik, die in den 1980er Jahren in den USA entstand"
Q170435,Trance,Musikgenre
Q211756,Dance-Pop,Musik-Genre
Q601235,Hip House,Musik-Genre
Q606393,Hi-NRG,Musik-Genre
Q1374731,Euro Disco,Musikgenre
Q1890098,New Beat,"musikalisches Genre, Stilart des House"
Q2519376,Schmuckdesigner,"Person, die Schmuck und Ähnliches entwirft und gegebenenfalls herstellt"
Q9237,Malaiisch,"Amtssprache in Malaysia, Singapur und Brunei"
Q3578589,Umweltschützer,"Person, die die Ziele der Umweltbewegung unterstützt"
Q12622609,Offizierschule,Ausbildungseinrichtung für Offiziere des Militärs
Q9842,Grundschule,Schulform der Primarstufe
Q1459186,Collège,Schulstufe in Frankreich
Q1155838,Korrespondent,"Journalist, der von bzw. über Schauplätze berichtet"
Q191163,Landschaftsmalerei,Gattung der gegenständlichen Malerei
Q11514315,historische Periode,Zeitabschnitt in der Geschichte
Q2120173,Pädagogische Hochschule,Zentren der Bildungswissenschaften
Q17291399,Mitglied des Filmstabs,"Person, die Teil einer Filmcrew ist"
Q14350,Hörfunksender,Organisation für die Produktion und Übertragung von Radioprogrammen
Q1251441,Anführer,"Person, die die Autorität besitzt, das Verhalten anderer zu beeinflussen"
Q1970438,Operator,Beruf unter anderem im Bereich Rundfunk
Q74649115,Filmtechniker,"Person, die für technische Aspekte der Filmproduktion verantwortlich ist"
Q21869758,Commune deleguée,französische Gemeindefusion
Q5146,Portugiesisch,"romanische Sprache, die von der iberischen Halbinsel stammt"
Q11812346,County von Illinois,Verwaltungseinheit in Illinois
Q1414937,Kombattant,als solche benannte und durch Kennzeichen erkennbare Mitkämpfer in Kriegshandlungen
Q1444,Orgel,Tasteninstrument mit mehreren Klaviaturen
Q3055126,Entomologe,Wissenschaftler der Entomologie
Q13410485,County von Massachusetts,Verwaltungseinheit in Massachusetts
Q3326717,literarische Strömung,Kunstströmung
Q2736,Fußball,"Ballsportart, bei der zwei Mannschaften, mit je elf Spielern, gegeneinander antreten"
Q1781198,Agronom,Wissenschaftler der Agrarwissenschaft
Q33750,mongolische Sprachen,Sprachfamilie
Q878223,Hochland,Landschaftsform
Q131566,Institute of Electrical and Electronics Engineers,Berufsverband von Ingenieuren
Q3750285,Verwaltungseinheit von Kanada,Typ von Verwaltungseinheiten
Q15924224,Internist,Arzt auf dem Spezialgebiet Innere Medizin
Q3199141,Stadt in Indonesien,Verwaltungseinheit von Indonesien
Q46831,Gebirge,"Relief der Erdoberfläche, das sich aus der flacheren Umgebung erhebt"
Q185626,Einfachrohrblattinstrument,Holzblasinstrument
Q12262532,County von Minnesota,Verwaltungseinheit in Minnesota
Q18663579,ehemalige Gemeinde in Norwegen,einst bestehende Gemeinde in Norwegen
Q1149652,Distrikt in Indien,Verwaltungseinheit von Indien
Q3242115,Revolutionär,"Person, die entweder aktiv an einer Revolution beteiligt ist, oder diese befürwortet"
Q138796,Widerstand,Verweigerung des Gehorsams oder das aktive oppositionelle Handeln gegenüber der Obrigkeit oder der Regierung
Q276548,Geheimbund,"Organisationen oder Vereinigungen, die ihre Mitglieder, ihre Ziele oder ihre Tätigkeit vor ihrer sozialen Umwelt geheimhalten"
Q15063586,Bundesstaat in Malaysia,Verwaltungseinheit von Malaysia
Q159810,Wirtschaft,Aufwendungen zum Unterhalt des Menschen
Q835714,Oblast in Russland,Verwaltungseinheit in Russland
Q2911266,Borough in New Jersey,Verwaltungseinheit im US-Bundesstaat New Jersey
Q4315006,Nationale Forschungsuniversität Russlands,Status für russische Universitäten
Q766570,Kategorie:Liste der politischen Parteien in Russland,Wikimedia-Liste
Q79529,chemischer Stoff,"Material, das charakteristische Eigenschaften besitzt"
Q50413986,Spezialanwendung von Chemikalien,"Einsatz von Chemikalien in Forschung, Industrie und Haushalt. Hiervon ausgenommen sind pharmakologische Aktionen"
Q177826,Klerus,Gesamtheit der Angehörigen des geistlichen Standes
Q171558,Unfall,"unvorhergesehenes, einer Person oder Sache Schaden zufügendes Ereignis"
Q5107,Kontinent,geschlossene Festlandmasse
Q328468,NS-Konzentrationslager,Arbeits- und Vernichtungslager des NS-Regimes für Menschen
Q45971958,Gattung der darstellenden Künste,"Darstellende Künste wie Drama, Oper, Ballett, …"
Q467,Frau,"weiblicher, erwachsener Mensch"
Q17524420,Aspekt der Geschichte,Thema aus einer historischen Perspektive gesehen
Q80083,Humanities,"verbreitete Wissenschaftskategorisierung, die alle Wissenschaften mit Bezug auf menschliche Kultur subsumiert"
Q944537,Geisteswissenschaft,Sammelbezeichnung für unterschiedliche Einzelwissenschaften
Q3286043,Erotikmodel,"Person, die mehr oder weniger nackt für Fotos Model steht; für Erotik im Allgemeinen (in Abgrenzung zum Aktmodell, das ausschließlich im Bereich der Kunst tätig ist)"
Q6581072,weiblich,Mensch mit weiblichem Geschlecht (Verwendung mit P21)
Q20738811,Kreis in Nordrhein-Westfalen,Mittlere Veraltungsebene in Nordrhein-Westfalen
Q2577883,besetztes Territorium,militärisch besetztes Gebiet
Q1780353,kommunaler Spitzenverband,Zusammenschluss von kommunalen Gebietskörperschaften
Q55833,Superkontinent,"Ein Superkontinent ist eine zusammenhängende, alle oder zumindest beinahe alle Kontinentalkerne bzw. Kratone der Erde in sich vereinende Landmasse"
Q1850612,Regierungsbezirk in Preußen,Verwaltungseinheit im historischen Staat Preußen
Q22721,Regierungsbezirk,in Deutschland die mittlere staatliche Verwaltungsebene einiger Bundesländer
Q464235,Bezirk in Bayern,"kommunale Gebietskörperschaft in Bayern, Deutschland"
Q170156,Staatenbund,Zusammenschluss souveräner Staaten
Q48204,Freiwilligen-Verein,freiwillige und auf Dauer angelegte Vereinigung von natürlichen und/oder juristischen Personen zur Verfolgung eines bestimmten Zwecks
Q662914,Bezirke in der Schweiz,Ebene zwischen Kanton und Gemeinde in der Schweiz
Q3329375,Sprachvarietät,bestimmte Ausprägung einer Einzelsprache
Q853614,Identifikator,"Name, auch Nummer zur eindeutigen Identifizierung"
Q12047392,Rechtsform,gesetzlicher Rahmen von Gesellschaften
Q134161,Aktiengesellschaft,privatrechtliche Vereinigung
Q783794,Personenvereinigung,Zusammenschluss von mindestens zwei natürlichen und/oder juristischen Personen
Q1269299,Rechtsform für Unternehmen,durch Gesetze zwingend vorgeschriebener rechtlicher Rahmen von Gesellschaften
Q33685,Kapitalgesellschaft,"Körperschaft des privaten Rechts, deren Mitglieder einen gemeinsamen Zweck verfolgen"
Q1666019,Interessenverband,"auf Dauer angelegter Zusammenschluss von Personen, der den politischen Willensbildungsprozess und das staatliche Handeln beeinflussen will"
Q1437459,Gebirgssystem,Gruppe von Gebirgen mit ähnlicher Form und vermutetem selben geologischen Ursprung
Q19335303,Rechtsform in Deutschland,in Deutschland verwendete Rechtsform
Q155076,juristische Person,"Vereinigung von Personen oder eine Vermögensmasse, die rechtsfähig ist"
Q15829892,Gesellschaft mit beschränkter Haftung,"Gesellschaft mit beschränkter Haftung in deutschsprachigen Ländern (Deutschland, Österreich, Schweiz, Lichtenstein)"
Q8366,Algorithmus,"endliche, eindeutige Handlungsvorschrift zur Lösung eines Problems"
Q21198,Informatik,Wissenschaft von der systematischen Verarbeitung von Informationen
Q16686448,künstliche Entität,von Menschen Erschaffenes
Q18624259,private haftungsbeschränkte Gesellschaft,"Typ der Kapitalgesellschaft ähnlich der GmbH, der in vielen Ländern existiert"
Q515593,Rätoromanische Sprachen,Sprachgruppe
Q699386,Körperschaft des öffentlichen Rechts,Organisationsform in verschiedenen Ländern
Q245188,Moderne,Architekturepoche
Q5055981,Concejo,Verwaltungseinheit in der spanischen Region Asturias
Q855697,Subkontinent,Teil eines Kontinentes
Q33837,Archipel,Meeresregion mit vielen Inseln
Q6465,Département,administrative Aufteilung Frankreichs
Q15089,Italienische Provinz,administrative Verwaltungseinheit Italiens
Q15110,Metropolitanstadt,"italienische Verwaltungseinheit, die zugleich Funktionen einer Provinz und einer Kommune erfüllt"
Q161837,Daseinsvorsorge,staatliche Aufgabe zur Bereitstellung der für ein menschliches Dasein als notwendig erachteten Güter und Leistungen
Q604177,Stadt- oder Gemeindearchiv,"Archiv, das die Dokumente einer Stadt oder Gemeinde bewahrt"
Q67123843,durch eine Grenze geteilte Stadt,"Stadt, die durch eine Grenze geteilt ist"
Q12413618,internationale Grenze,Grenzen zwischen zwei souveränen Staaten
Q13410464,County von Maryland,Verwaltungseinheit in Maryland
Q11042,Kultur,vom Menschen hervorgebrachte Sphäre des Wahrnehmbaren
Q33577,indoarische Sprache,sekundärer Zweig der indogermanischen Sprachfamilie
Q33311,dravidische Sprachen,Sprachfamilie
Q14784328,Landeshauptstadt,Hauptstadt eines Bundeslandes in Deutschland
Q193512,Maakunta,Verwaltungseinheit in Finnland
Q133442,Stadtstaat,"ein unabhängiges oder autonomes Gebiet, das im Wesentlichen aus einer Stadt besteht"
Q779415,Sonderverwaltungszone von China,Verwaltungseinheit der Volksrepublik China
Q485258,föderative Einheit von Brasilien,administrative Aufteilung von Brasilien
Q387917,Verwaltungseinheit in Deutschland,"Organisationsstruktur von Bund, Ländern und Gemeinden in Deutschland"
Q20724849,Generalgouvernement des Deutschen Reichs,ein Generalgouvernement des Deutschen Reichs - gab nur eines
Q1065,Vereinte Nationen,globale internationale und zwischenstaatliche Organisation
Q15925165,UN-Sonderorganisation,"rechtlich und finanziell selbständige Organisationen, die mit der UN verbunden ist"
Q22687,Bank,"Kreditinstitut, das entgeltliche Dienstleistungen für den Zahlungs-, Kredit- und Kapitalverkehr anbietet"
Q18252680,NOG,Gen der Spezies Homo sapiens
Q150093,Woiwodschaft,Verwaltungseinheit in Polen
Q855451,Verwaltungseinheit von Polen,Territoriale Gliederung in Polen
Q193560,Bezirke Israels,Verwaltungseinheit von Israel
Q944816,Ökozone,geowissenschaftlicher Begriff für einen zonalen Großraum der Erde
Q44753,Provinz Argentiniens,Verwaltungseinheit in Argentinien
Q28657263,Wahlkreis in Finnland,Wahlkreis in Finnland
Q15239622,umstrittenes Territorium,"Territorien, die zwischen zwei oder mehreren existierenden Staaten umstritten sind"
Q13415369,County von Washington,Verwaltungseinheit in Washington
Q13217186,County von Arizona,Verwaltungseinheit in Arizona
Q13410422,County von Florida,Verwaltungseinheit in Florida
Q1339898,kiptschakische Sprachen,Sprachgruppe
Q33248,Kuschitische Sprachen,Sprachfamilie
Q127448,Gemeinde in Schweden,Verwaltungseinheit auf kommunaler Ebene nach schwedischem Recht
Q9168,Persisch,"iranische Amtssprache, Farsi, Neupersisch"
Q56557504,Schahr,Verwaltungseinheit von Iran
Q3348196,Oblast in der Ukraine,Verwaltungseinheit in der Ukraine
Q1335818,Supranationalität,völkerrechtliche Übertragung nationaler Souveränitätsrechte auf gemeinsame Institutionen
Q4120211,regionale Organisation,Regionale Organisation
Q7210356,politische Organisation,"Gruppe, die sich mit politischen Aktivitäten beschäftigt"
Q131569,völkerrechtlicher Vertrag,Vertrag zwischen mindestens zwei Subjekten des Völkerrechts
Q1127126,Militärbündnis,"zwischen verschiedenen Staaten geschlossenes Bündnis mit dem Zweck, militärisch zu kooperieren"
Q9043,Norwegisch,skandinavisch/nordgermanischer Zweig der indogermanischen Sprachen
Q471855,Zuständigkeit,"legt im öffentlichen Recht fest, welche Behörde bzw. welches Gericht im Einzelfall rechtlich zu hoheitlichem Handeln ermächtigt und verpflichtet ist"
Q851990,Bevölkerungsgruppe,"demografischer Begriff, der Personen nach einzelnen statistischen Merkmalen zusammenfasst."
Q1140229,politische Union,politischer Verband von Staaten
Q645883,Operation,koordinierte militärische Handlungen
Q1496967,Gebiet,Teil der Erdoberfläche mit festgelegten Grenzen
Q157031,Stiftung,"Einrichtung, die mit Hilfe eines Vermögens einen vom Stifter oder Stiftern festgelegten Stiftungszweck verfolgt"
Q163629,äthiosemitische Sprachen,Sprachfamilie
Q145852,westslawische Sprachen,Sprachfamilie
Q394067,Europäer,Bewohner Europas
Q480242,statistischer Dienst,Regierungsorganisation für nationale Statistiken
Q6815100,Mitgliedsorganisation,Typ einer Organisation die Mitglieder hat
Q390576,Nordwestiranische Sprachen,Sprachfamilie
Q34057,Tagalog,Austronesische Sprache auf den Philippinen
Q1641150,Tibetanische Sprachen,Sprachfamilie
Q9129,Griechisch,indogermanische Sprache
Q17522177,Zeitalter,längerer Abschnitt in der Geschichte
Q162996,nordwestsemitische Sprachen,Sprachfamilie
Q839954,archäologische Stätte,"Ort, an dem Überreste der Vergangenheit erhalten geblieben sind"
Q1291195,Fundort,"Ort bzw. Stelle, an dem ein (historischer, paläontologischer etc.) Fund gemacht wurde"
Q3055118,einzelne Bevölkerungseinheit,spanische statistische Einheit für Wohnorte
Q23526,slawische Sprachen,Zweig der indogermanischen Sprachfamilie
Q748,Buddhismus,philosophische Lehrtradition und Religion
Q22674925,aufgegebene Siedlung,"ehemalige Siedlung, die nicht mehr existiert"
Q5774265,Historische Person,berühmte Person der Geschichte
Q9288,Hebräisch,nordwestsemitische Sprache
Q986800,Niederländisch-Deutsche Sprachfamilie,indogermanische Sprache
Q56557664,Stadt,Typ einer Verwaltungseinheit in Aserbaidschan
Q1180262,Residenzstadt,Stadt des Sitzes eines Herrschers
Q129372,Kulturhauptstadt Europas,Titel der Europäischen Union
Q9585,Schia,"religiöse Strömung des Islam mit verschiedenen Gruppen, islamische Rechtsquelle"
Q702492,Städtisches Gebiet,dichtbebautes Gebiet
Q48352,Staatsoberhaupt,"Person, die die höchste politische Position in einem souveränen Staat innehat"
Q2304859,Souverän,Inhaber der Staatsgewalt
Q572197,Mittelfränkisch,indogermanische Sprache
Q1061151,Massiv,geschlossener Block aus Fels
Q2537,Satellit,astronomische Bezeichnung für einen Mond
Q1710033,autonome Region mit Sonderstatut,italienische autonome Region mit Sonderstatut
Q35874,Humor,"Tendenz, auf eine bestimmte Situation heiter zu reagieren"
Q5780518,Kommunikator,"Person, die beruflich in sozialen Medien kommuniziert"
Q1243869,Treponematose,Infektionskrankheit durch Bakterien der Gattung Treponema
Q3533467,Gruppenaktion,Begriff aus der Soziologie
Q7366,Lied,Vokalmusik
Q1684600,Nachrichtenmagazin,ein regelmäßig (meist wöchentlich) erscheinendes Nachrichtenformat
Q40831,Komödie,"Drama mit erheiterndem Handlungsablauf, das in der Regel glücklich endet"
Q80930,Tragödie,Form des Dramas
Q170292,Klassizismus,kunstgeschichtliche Epoche
Q621993,Literaturgattung,"literarische Großgattung wie Epik, Lyrik oder Dramatik"
Q482,Poesie,"Literatur, deren Schöpfung traditionell nach den poetischen Gattungen geteilt wird"
Q22811707,Dekorateur,Beruf
Q245068,Komiker,"Person, die es sich zum Ziel oder Beruf gemacht hat, Mitmenschen mimisch, gestisch oder sprachlich zum Lachen zu bringen"
Q11163999,Kinder- und Jugendliteratur,Literaturgenre
Q40634,Philologie,Sprach- und Literaturwissenschaft einer Sprache oder eines Sprachzweiges
Q19830059,Schiffsbesatzung,Gesamtheit aller Seeleute auf einem Boot oder Schiff
Q2713379,Päpstliche Basilika,römisch-katholische Basiliken unter direkter Jurisdiktion des Heiligen Stuhls
Q831474,Presbyter,Träger eines kirchlichen Amts
Q207628,Musikkomposition,"die Schöpfung, Erarbeitung und Urheberschaft eines musikalischen Kunstwerks"
Q9759,Blues,vokale und instrumentale Musikform
Q1640319,Experimentalmusik,Musik-Genre
Q1497375,Gebäude-Ensemble,Gruppe von Gebäuden und Außenräumen
Q3249551,Prozess,Folge von Änderungen
Q193606,Horrorliteratur,Literaturgattung
Q22811234,philosophische Disziplin,Unterteilung des Feldes der Philosophie
Q5891,Philosophie,Kunst des Nachdenkens
Q4330518,Forschungsgegenstand,"Jemand oder Etwas, das wissenschaftlich beobachtet oder experimentell getestet wird."
Q21010853,Drama,"mediales Genre, nicht zu verwechseln mit der literarischen Form Drama"
Q590870,Cinematografie,Kunst des Films
Q512314,Persönlichkeit der Gesellschaft,Person der höheren Gesellschaft
Q15472169,Mäzen,"Person, die ein bestimmtes Anliegen, eine Person oder Institution fördert"
Q11773926,kirchlicher Titel,"Titel, der die Stellung in einer Kirche angibt"
Q733786,Mönch,Mitglied eines religiösen Ordens in den Klöstern
Q4964182,Philosoph,"Mensch, der sich mit Philosophie beschäftigt"
Q17310537,Bildhauerei,Herstellung von Skulpturen und Plastiken in Kunst und Kunsthandwerk
Q250867,katholischer Priester,Amtsperson der katholischen Religionsausübung
Q432386,Prediger,"Person, die Predigten und Lesungen veranstaltet"
Q548320,Bruder,männliches Mitglied einer christlichen Ordensgemeinschaft
Q2566598,Ordensangehöriger (katholisch),Angehöriger einer katholischen Ordensgemeinschaft
Q20730955,Geschichte,frz. conte; mündlich überlieferte oder von einem Autor erschaffene Erzählung
Q25372,Drama,grundlegende Gattung der Literatur
Q874405,soziale Gruppe,"zwei oder mehr Personen, die alle in einer unmittelbaren sozialen Beziehung zueinander stehen"
Q8008,Geowissenschaften,"Wissenschaften, die sich mit der Erde beschäftigen"
Q11190,Medizin,"Lehre der Vorbeugung, Erkennung und Behandlung von Krankheiten"
Q1826286,religiöse Bewegung,soziale und ideologische Bewegung im religiösen Bereich
Q45996,Mystik,"auf individuelles, nicht objektivierbares Erfahren gestütztes Religionsverständnis"
Q15994170,Schriftstellerverband,Verband von Schriftstellern
Q497893,literarische Gesellschaft,Vereinigung zur Förderung von Literatur und Kultur
Q3075052,Volkskundler,Beruf
Q4894405,Genre des Journalismus,literarischer Schreibstil
Q6585139,Mystery,Genre
Q836950,Bearbeitung,Abwandlung eines Werkes
Q13406463,Wikimedia-Liste,"Seite eines Wikimedia-Projektes, bei der es primär um eine Auflistung von etwas geht"
