ID,label,description
Q665335,Partito Socialista Democratico Italiano,italienische Partei
Q36245,Roger Boisjoly,US-amerikanischer Ingenieur
Q3765479,Giorgio Garuzzo,"italienischer Ingenieur, Unternehmer und Manager"
Q18882335,Computerspieledesigner,"Person oder Unternehmen, welche für die Gestaltung des Inhalts und der Regeln eines Computerspiels verantwortlich sind."
Q49148,Martha’s Vineyard,"Insel im Nordatlantik, Vereinigte Staaten"
Q19054,Matteo Bandello,italienischer Dichter und Bischof von Agen
Q4190,Passau,Kreisfreie Stadt in Bayern
Q217918,Smizer Wischnjou,weißrussischer Schriftsteller und bildender Künstler
Q1508626,George William Manby,englischer Erfinder
Q120115,Peter Schilliger,Schweizer Politiker
Q637195,Alanis Obomsawin,"kanadische Drehbuchautorin, Schauspielerin, Schriftstellerin, Singer-Songwriterin und Musikerin"
Q1446563,Franz Doelle,deutscher Musiker und Komponist
Q1068258,University College Dublin,Universität in Irland
Q1867690,Loco Dice,deutscher-tunesischer DJ und Produzent in der elektronischen Musikszene
Q143716,Atemlos – Gefährliche Wahrheit,Film von John Singleton (2011)
Q40224,Carl Benz,deutscher Ingenieur und Automobilpionier
Q152234,Ödem,"Wassersucht, Krankheit"
Q9488,Sachin Tendulkar,indischer Cricketspieler
Q206702,Universität Zürich,Universität in der Schweiz
Q79093,Franz von Werner,"österreichischer Schriftsteller, Diplomat des Osmanischen Reiches"
Q63011,Ingrid Noll,deutsche Krimi-Schriftstellerin
Q309697,Brandon Flowers,US-amerikanischer Musiker und Sänger
Q173144,Agnetha Fältskog,schwedische Sängerin und Komponistin
Q1570480,Matteo Bobbi,italienischer Rennfahrer
Q32259,Pavel Sporcl,tschechischer Musiker
Q163813,Rudolf Schuster,"slowakischer Politiker, Staatspräsident der Slowakei"
Q77350,Karlheinz Deschner,deutscher Schriftsteller und Religionskritiker
Q67672,Alfred Müller-Armack,"deutscher Nationalökonom, Kultursoziologe, NSDAP, CDU"
Q100433,Robert Koenig,"deutscher Philologe, Schriftsteller und Zeitschriftenredakteur"
Q494439,Andrea Meier,"Schweizer Autorin, Filmemacherin und Fernsehmoderatorin"
Q1745122,Klaus Gersten,"deutscher Mathematiker, Ingenieur und Hochschullehrer mit Fachgebiet Strömungsmechanik"
Q123987,Sadruddin Aga Khan,UN-Flüchtlingshochkommissar
Q2660468,Isiah Whitlock,US-amerikanischer Bühnenschauspieler
Q1379922,Holger Crafoord,schwedischer Industrieller
Q9267,Turkmenisch,südwesttürkische Sprache innerhalb der Turksprachen
Q154240,Jemeljan Iwanowitsch Pugatschow,russischer Don-Kosake und der Anführer des Bauernaufstands (1773–1775)
Q12633143,Ivan Benigar,"slowenisch Ethnologen, Anthropologen"
Q68201,Thônex,Gemeinde in der Schweiz
Q18790,Die Legende von Korra,Fernsehserie
Q330415,Abraham Moses Luncz,"jüdischer Gelehrter, Autor und Verleger"
Q1683859,Jason Adasiewicz,US-amerikanischer Jazzmusiker und Komponist
Q437412,Montse Ribé,spanische Maskenbildnerin
Q105801,Stargate,Film von Roland Emmerich (1994)
Q66953,Georg Heinrich von Görtz,schleswig-holsteinischer Politiker
Q1647,Rijeka,Hafenstadt in Kroatien
Q231832,"Anne Marie Louise d’Orléans, duchesse de Montpensier","Herzogin von Montpensier, Nichte Ludwigs XIII., Cousine Ludwigs XIV."
Q122891,Dascha Lehmann,deutsche Synchronsprecherin und Schauspielerin
Q523086,Robert Nye,britischer Schriftsteller
Q141359,Oliver,Film von Carol Reed
Q555994,Aq Qoyunlu,muslimische Dynastie
Q962364,Emanuel Nobel,russisch-schwedischer Erdölmagnat
Q49117,University of Pennsylvania,Universität in den Vereinigten Staaten
Q136485,ZTT Records,britisches Musiklabel
Q62343,Michaele Schreyer,"deutsche Politikerin, MdA"
Q63893,Paul Carell,"deutscher NS-Funktionär, Autor"
Q87654,Ignaz Kiechle,"Landwirt, Bundesminister für Landwirtschaft und Ernährung"
Q209102,Lactantius,"lateinischer Rhetoriklehrer, christlicher Apologet und Kirchenvater"
Q541621,Christopher Boyes,US-amerikanischer Toningenieur
Q236974,Radegundis,Tochter König Berthachars und seiner Frau Amalberga
Q956867,Michael Hordern,britischer Bühnen- und Filmschauspieler
Q2866,Aljaksandr Lukaschenka,Präsident von Weißrussland
Q183557,Dieppe,französische Gemeinde
Q443077,Jason Arnold,"US-amerikanischer Disc-Jockey, Songwriter und Sänger"
Q18233,ABBA,Schwedische Pop-Band
Q85035,Hugo zu Hohenlohe-Öhringen,"deutscher General und Politiker, MdR"
Q230736,Sean Young,US-amerikanische Schauspielerin
Q271944,Karin Viard,französische Schauspielerin
Q334185,Texas Chainsaw Massacre 2,US-amerikanischer Horrorfilm von Tobe Hooper (1986)
Q7429,Nina Andrejewa,russische Chemikerin
Q119447,Bernhard Baader,Sammler badischer Sagen
Q223875,Erykah Badu,US-amerikanische Soul-Sängerin
Q2892715,Efraín Goldenberg,"peruanischer Politiker, Diplomat, Politiker, Diplomat und Politiker"
Q134035,Rodney L. Davis,US-amerikanischer Politiker
Q1276995,Earl Bakken,US-amerikanischer Elektrotechniker und Unternehmer
Q185339,Air Canada,Kanadische Fluggesellschaft
Q1282975,Eddie Skelton,US-amerikanischer Country- und Rockabilly-Sänger
Q127109,Marcel L’Herbier,französischer Filmregisseur und Filmproduzent
Q3615857,Andrea Mazzucchi,italienischer Geschäftsmann und Informatiker
Q6681655,Lorraine Lisiecki,Forscher
Q215726,Heinrich Christian Schnoor,deutscher Sänger und Liederdichter
Q12439,Detroit,"Großstadt in Michigan, Vereinigte Staaten"
Q443326,Die rote Sonne der Rache,Film von Sergio Corbucci (1972)
Q212660,Dead Bang – Kurzer Prozess,Film von John Frankenheimer (1989)
Q5875064,Aziz ad-Din Nasafi,Sufi der zentralasiatischen Kubrawiyya-Bruderschaft
Q353816,Francis Younghusband,britischer Offizier und Forschungsreisender
Q45066,Joachim Meisner,"deutscher Geistlicher, Erzbischof des Erzbistums Köln, Kardinal"
Q122719,Christian Kohlund,Schweizer Schauspieler
Q287122,Elisabetta Canalis,italienisches Model und Schauspielerin
Q188570,Feliks Dzierżyński,polnischer Bolschewik und Chef der Tscheka
Q93036,Alexander K. Dewdney,kanadischer Informatiker und Buchautor
Q43939,Anselm von Canterbury,Theologe und Philosoph des Mittelalters
Q247556,American Chemical Society,chemische Gesellschaft
Q15073030,Literaturkreis Adam Müller-Guttenbrunn,Organisation
Q93761,Verlyn Flieger,"US-amerikanische Autorin, Herausgeberin und Hochschullehrerin"
Q675174,Jüdischer Friedhof Berlin-Weißensee,jüdischer Friedhof in Berlin-Weißensee
Q123891,Gisela Erler,"deutsche Familienforscherin, Unternehmerin und Politikerin"
Q81931,Konföderierte Staaten von Amerika,von den Vereinigten Staaten abgespaltener Staatenbund
Q107687,Alfred Dick,"deutscher Politiker (CSU), MdL und Umweltminister"
Q60910,Flughafen Mailand-Malpensa,Flughafen in Italien
Q289606,Jenny Frost,"britische Sängerin, Tänzerin, Fernsehmoderatorin und Model"
Q166114,Leslie Brooks,US-amerikanische Schauspielerin
Q255610,Reagan Pasternak,kanadische Schauspielerin
Q44085,Private School – Die Superanmacher,Film von Noel Black (1983)
Q4212,Ned Beatty,US-amerikanischer Schauspieler (* 1937)
Q94301,Royal Society of Canada,Akademie der Wissenschaften Kanadas
Q312258,Jacques Demy,französischer Filmregisseur
Q11613,Harry S. Truman,33. Präsident der Vereinigten Staaten
Q392786,Agenten kennen keine Tränen,Film von Gianfranco Baldanello und Menahem Golan (1978)
Q560818,David Slepian,US-amerikanischer Mathematiker
Q57224,Sophie von der Pfalz,"Kurfürstin von Hannover, Heiress Presumptive von Großbritannien, Stammmutter der britischen Thronerben"
Q2466430,Jørgen Aall,norwegischer Politiker und Politiker
Q311755,Gillian Flynn,US-amerikanische Schriftstellerin
Q88367,Johann Jacoby,preußischer Politiker und deutscher Radikaldemokrat
Q231595,Sylvia Sidney,US-amerikanische Schauspielerin (1910-1999)
Q128686,John Thompson,Vierter Premierminister von Kanada (1892-1894)
Q468585,Catherine Malfitano,US-amerikanische Sopranistin
Q116906,Josef Zisyadis,Schweizer Theologe und Politiker
Q380511,Eric Drexler,US-amerikanischer Pionier der molekularen Nanotechnologie und Autor
Q1699459,John Burland,britischer Bauingenieur
Q956396,Donald L. Bitzer,"US-amerikanischer Elektroingenieur, Miterfinder des Plasmabildschirms, Entwickler von PLATO"
Q3356343,Hans Hagerup Krag,norwegischer Ingenieur
Q201674,Die durch die Hölle gehen,Film von Michael Cimino (1978)
Q65640,Tinizong-Rona,Gemeinde in der Schweiz
Q607394,Richard Hieb,US-amerikanischer Astronaut
Q6419842,Klaus Bechgaard,dänischer Chemiker
Q87302,Konrad Meyer,deutscher Agrarwissenschaftler
Q206987,Vibraphon,geschlagenes Musikinstrument mit massiven Metallschwingern
Q627269,Black Veil Brides,US-amerikanische Band
Q818504,Benzino,US-amerikanischer Rapper und Musikproduzent
Q233736,Mýa,"US-amerikanische R&B-Sängerin, Songschreiberin und Schauspielerin"
Q346777,Leonid Konstantinowitsch Ramsin,russischer Ingenieur
Q490457,Rendsburg,Stadt in Deutschland/Schleswig-Holstein
Q948201,Bata Živojinović,"serbischer Schauspieler, Kabarettist und Politiker"
Q67076,Ludwig Geiger,deutscher Literatur- und Kunsthistoriker
Q113570,Herb Gardner,"US-amerikanischer Cartoonist, Dramatiker und Drehbuchautor"
Q132440,Charlotte Augusta von Wales,Thronfolgerin von Großbritannien
Q7444356,Gangsterfilm,Filmgenre
Q80970,orthodoxes Judentum,Hauptströmung des heutigen Judentums
Q383160,Der Dämon mit den blutigen Händen,Film von Henry Cass (1958)
Q378958,The Black Crowes,US-amerikanische Band
Q269450,Suffocation,US-amerikanische Band
Q272007,Joan Van Ark,US-amerikanische Schauspielerin
Q62287,Hermann zu Hohenlohe-Langenburg,"deutscher Adliger und Politiker, MdR"
Q96563,Volker Handloik,"deutscher Journalist, Kriegsberichterstatter"
Q431591,Neko Case,US-amerikanische Singer-Songwriterin
Q88350,Eckart von Klaeden,"deutscher Politiker, MdB"
Q181144,Orange Caramel,Südkoreanische Girlgroup
Q215258,Richard Rorty,US-amerikanischer Philosoph
Q95909,Rudolf Oeser,"deutscher Journalist und Politiker (DFP, DtVP, DDP), MdR und Reichsminister"
Q66402,Gustav Simon,"deutscher Politiker (NSDAP), MdR, Gauleiter (Moselland), Chef der Zivilverwaltung im besetzten Luxemburg"
Q370830,Tim und Struppi und die blauen Orangen,Film
Q1374180,Sergei Nikititsch Chruschtschow,russisch-amerikanischer Raumfahrtingenieur und Politikwissenschaftler
Q4039,Art Garfunkel,amerikanischer Sänger und Schauspieler
Q1251928,Dougie MacLean,schottischer Folkmusiker und Komponist
Q229993,Sherilyn Fenn,US-amerikanische Schauspielerin
Q1666,Jacques Brel,belgischer Chansonnier und Schauspieler (1929-1978)
Q1435,Zagreb,Hauptstadt von Kroatien
Q725900,Sam Myers,US-amerikanischer Blues-Musiker und Songschreiber
Q1117157,Achille Roncato,"italienischer Wissenschaftler, Arzt und Biochemiker"
Q57788,Hun Sen,kambodschanischer Politiker
Q1285820,Rodrigo Barbosa,brasilianischer Rennfahrer
Q672463,Arkadiusz Mucharski,"polnischer Musiker, Karikaturist und Maler"
Q1548061,Joseph R. Grundy,US-amerikanischer Politiker
Q350717,Michael Apted,britischer Regisseur
Q272965,Gina Holden,kanadische Schauspielerin
Q4166461,Osman Ahmed Osman,ägyptischer Politiker
Q1176377,David Rokeah,israelischer Dichter
Q12735318,Merula Salaman,Schauspielerin und Künstlerin
Q1077537,Chris Merritt,US-amerikanischer Opernsänger (Tenor)
Q204284,All Nippon Airways,Japanische Fluggesellschaft
Q99208,Suzanne Ziellenbach,deutsche Schauspielerin
Q680728,Ian Buruma,"anglo-niederländischer Schriftsteller, Journalist und Kommentator"
Q83038,Salvatore Quasimodo,italienischer Lyriker und Kritiker; Nobelpreisträger
Q452357,Brian McGee,schottischer Schlagzeuger
Q1512760,Gerhard Wilhelm,deutscher Chorleiter
Q75063,Yaşar Yakış,"türkischer Botschafter, Politiker und ehemaliger Außenminister"
Q90345,Adam Storck,deutscher Pädagoge und Historiker
Q524325,Norma Varden,englische Schauspielerin
Q104366,Mark Spörrle,deutscher Autor und Journalist
Q647438,Mário Sérgio Pontes de Paiva,"brasilianischer Fußballtrainer, Fußballspieler und Journalist"
Q239739,Octavia E. Butler,US-amerikanische Science-Fiction-Autorin
Q64853,Wiesendangen,Gemeinde in der Schweiz
Q98944,Nikola Anne Mehlhorn,deutsche Schriftstellerin
Q133405,Bee Gees,englischsprachige Popgruppe
Q755271,Hamden,Gemeinde im US-Bundesstaat Connecticut
Q602187,Antonio Gens,spanischer Geotechnik-Ingenieur
Q38130,Völkerbund,ehemalige Internationale Organisation zur Sicherung des Friedens
Q101710,Jens Bullerjahn,"deutscher Politiker, MdL"
Q236846,Kay Panabaker,US-amerikanische Schauspielerin
Q817,Kuwait,Staat in Vorderasien
Q608017,Antony Fisher,britischer Wirtschaftsförderer
Q295834,Jean-Pierre Léaud,französischer Schauspieler
Q73781,Elisabeth Hauptmann,deutsche Schriftstellerin und Mitarbeiterin Bertolt Brechts
Q130421,Kinnda,schwedische Sängerin
Q122736,Mem Fox,australische Schriftstellerin und Erziehungswissenschaftlerin
Q83375,Empedokles,antiker griechischer Philosoph und Politiker
Q177465,Raivis Dzintars,lettischer Politiker
Q75265,Otto von Corvin,deutscher Schriftsteller
Q1231608,Laurence Naismith,britischer Schauspieler (1908-1992)
Q85249,Emma Guntz,"deutsch-französische Dichterin, Publizistin und Journalistin"
Q709464,Will Oldham,US-amerikanischer Alternative-Country-Musiker
Q106265,Norbert Bolz,deutscher Medien- und Kommunikationstheoretiker
Q427917,Jack Endino,US-amerikanischer Musikproduzent und Musiker
Q458371,Iro Haarla,finnische Jazzmusikerin
Q539155,Marius de Vries,britischer Musiker und Komponist
Q330183,Dan Vadis,US-amerikanischer Schauspieler
Q92713,Alan Ashton,US-amerikanischer Informatiker und Unternehmer
Q118493,Thomas de Courten,Schweizer Politiker
Q64156,Arbon,Gemeinde in der Schweiz
Q292875,Klawdija Iwanowna Schulschenko,russische Sängerin
Q65986,Neuheim ZG,Gemeinde in der Schweiz
Q247634,Yōsei Teikoku,japanische Band
Q1066965,Charlie Musselwhite,US-amerikanischer Bluesmusiker
Q1557483,Guy Gerber,israelischer DJ und Produzent in der elektronischen Musikszene
Q105283,Marie-Luise Schramm,deutsche Schauspielerin und Synchronsprecherin
Q121172,Hugues Hiltpold,Schweizer Politiker (FDP)
Q371683,Gretl Theimer,österreichische Schauspielerin
Q422208,Universität Wageningen,Universität in den Niederlanden
Q119630,Nana Gualdi,italienisch-deutsche Sängerin und Schauspielerin
Q191755,Jim Jarmusch,"US-amerikanischer Filmregisseur, Drehbuchautor, Schauspieler und Filmproduzent"
Q238324,Jennifer Paige,US-amerikanische Popsängerin und Songwriterin
Q4314987,Nationale Bergbauuniversität der Ukraine,Universität in Ukraine
Q742587,La Dépêche du Midi,französische Zeitung
Q124916,Thomas Meyer,"Schweizer Publizist, Verleger und Anthroposoph"
Q214831,David Archuleta,US-amerikanischer Popsänger
Q95343,André Hübner-Ochodlo,deutscher Theaterregisseur und Chansonnier
Q172624,Massimo Natili,italienischer Autorennfahrer
Q108875,Urban Priol,deutscher Kabarettist
Q43203,Clint Eastwood,"US-amerikanischer Filmschauspieler, -regisseur, -produzent, -komponist und Politiker"
Q139325,Zach Galifianakis,US-amerikanischer Comedian und Filmschauspieler
Q57619,Frank Wedekind,deutscher Schriftsteller und Schauspieler
Q36949,Robert De Niro,"US-amerikanischer Schauspieler, Regisseur und Filmproduzent"
Q269331,Precious – Das Leben ist kostbar,Film von Lee Daniels (2009)
Q717469,Paolo Gregoletto,US-amerikanischer Bassist der Band Trivium
Q317397,Üzeyir Hacıbəyov,aserbaidschanischer Komponist
Q3318731,Mohamed Naceur Ammar,tunesischer Politiker
Q790686,Avex,japanischer Unterhaltungskonzern
Q210740,Wilkie Collins,britischer Schriftsteller und Verfasser der ersten „Mystery Thriller“
Q373849,Eureka,britisch-amerikanischer Spielfilm
Q230194,Monique Coleman,US-amerikanische Schauspielerin und Sängerin
Q2227570,Herzogtum Württemberg,historischer Staats in Südwestdeutschland (1495–1806)
Q174306,Republik Genua,historischer Staat
Q16506,České Budějovice,Stadt in Südböhmen
Q2061200,Tom spielt Golf,Film von William Hanna und Joseph Barbera
Q181578,Qazvin,Stadt im Iran
Q1544035,Gray Gordon,US-amerikanischer Jazzmusiker und Orchesterleiter
Q180038,François Bon,französischer Schriftsteller
Q44520,Anne Brontë,britische Schriftstellerin
Q92035,Werner Villinger,deutscher Kinder- und Jugendpsychiater
Q94156,Josef Riegler,österreichischer Politiker
Q714880,Damon Runyon,US-amerikanischer Journalist und Schriftsteller
Q310252,Takeshi Kaneshiro,Japanisch-taiwanischer Schauspieler
Q269681,Brooke Elliott,US-amerikanische Schauspielerin und Sängerin
Q225820,Giulio Ricordi,italienischer Musikverleger und Komponist
Q115330,Volkmar Strauch,"deutscher Politiker, Staatssekretär in Berlin"
Q887720,José Serrato,uruguayischer Präsident
Q65120,Häfelfingen,Gemeinde in der Schweiz
Q125343,Raymond Broger,Schweizer Politiker
Q25393460,katholischer Diakon,Diakon in der katholischen Kirche
Q228991,Zum Nachtisch blaue Bohnen,Film von Bernard Borderie (1963)
Q433500,Faezeh Haschemi,iranische Politikerin
Q166298,Emilio Frugoni,"uruguayischer Politiker, Jurist, Dichter, Essayist und Journalist"
Q1453287,Fredrik Ljungström,"schwedischer Ingenieur, Konstrukteur und Industrieller"
Q34474,Alexander Issajewitsch Solschenizyn,"russischer Schriftsteller, Dramatiker, Historiker und Literaturnobelpreisträger (1918-2008)"
Q157004,Jorge Semprún,Spanischer Schriftsteller
Q49421,Bad Saarow,Gemeinde in Deutschland
Q81219,Sándor Petőfi,ungarischer Nationaldichter
Q95610,Petra Reski,deutsche Journalistin und Schriftstellerin
Q353075,The Fortunes,britische Band
Q4088698,Yekaterina Bobrinskaya,russische Wissenschaftlerin
Q111199,Peter Bofinger,"Ökonom, einer der Wirtschaftsweisen"
Q76119,Jürgen von der Lippe,"Deutscher Fernsehmoderator, Entertainer, Schauspieler und Komiker"
Q978375,Edu Lobo,"brasilianischer Sänger, Arrangeur und Komponist"
Q926287,Tetsuo Saitō,japanischer Politiker
Q975146,Kōji Yakusho,Japanischer Schauspieler
Q204303,Doug Savant,US-amerikanischer Schauspieler
Q270385,Stolz und Vorurteil,Film von Joe Wright (2005)
Q565133,Moritz Hartmann,"österreichischer Journalist, Schriftsteller und Politiker"
Q737236,Mystique,Comicbuch-Figur
Q242676,Liu Yifei,chinesische Schauspielerin
Q8757,A Coruña,Stadt im äußersten Nordwesten von Spanien
Q86558,Julius Zupitza,deutscher Anglist
Q705653,Art Mooney,US-amerikanischer Sänger und Bigband-Leader
Q1020680,Bülent Gündüz,deutscher Journalist und Kunstkritiker
Q151606,Place Vendôme,Film von Nicole Garcia (1998)
Q579107,Stuart Cameron,kanadischer Musiker
Q40347,Norman,Stadt im US-Bundesstaat Oklahoma
Q665000,Grauspitz,Berg in den Alpen
Q3808,Yaoundé,Hauptstadt von Kamerun
Q7036,Brühl,Mittelgroße Stadt im Rhein-Erft-Kreis in  Nordrhein-Westfalen
Q225553,Gervaise,Film von René Clément (1956)
Q1706787,Joseph Corre,britischer Modedesigner
Q486844,MythBusters – Die Wissensjäger,US-amerikanische Wissenschafts-Unterhaltungssendung
Q100624,Friedrich Eberhard von Rochow,"preußischer Gutsbesitzer, Pädagoge und Schulreformer"
Q95491,Horst Hächler,"deutscher Schauspieler, Drehbuchautor, Filmregisseur und Filmproduzent"
Q191026,Francis Galton,britischer Naturforscher und Schriftsteller
Q184998,Kaposvár,Stadt in Ungarn
Q55367,Zbigniew Zamachowski,polnischer Schauspieler
Q67826,Lützelflüh,Gemeinde in der Schweiz
Q773676,Craig Goldy,"US-amerikanischer Gitarrist bei Rough Cutt, Giuffria und Dio"
Q193116,Khaled Hosseini,afghanisch-US-amerikanischer Schriftsteller
Q106478,Xenia Georgia Assenza,deutsche Schauspielerin
Q2622648,Rich Skrenta,US-amerikanischer Informatiker und Unternehmer
Q80924,Wálter Guevara Arze,bolivianischer Anwalt und Politiker
Q68813,Orselina,Gemeinde in der Schweiz
Q1449438,Mick Wingert,US-amerikanischer Komiker und Schauspieler
Q443714,Vorstadtkrokodile 3,Film von Wolfgang Groos (2011)
Q759,New Hampshire,US-Bundesstaat
Q711078,Jason James Richter,US-amerikanischer Schauspieler (Free Willy) und Musiker
Q124723,Dieter Forte,deutscher Schriftsteller
Q63569,Max Streibl,bayerischer Politiker
Q100408,Stanislaw Trabalski,sozialistischer Politiker
Q1150621,Jan Cornelius,"Liedermacher in Ostfriesland, Niedersachsen, Deutschland"
Q1371121,Ikkō Nakatsuka,japanischer Politiker
Q1487242,Hochschule für Musik Saar,Universität in Deutschland
Q208414,malignes Lymphom,Krankheit
Q235108,Inger Nilsson,schwedische Schauspielerin
Q2738643,Secondo Campini,italienischer Ingenieur
Q494711,Lancaster,Stadt im US-Bundesstaat Kalifornien
Q862432,Bill Scarlett,US-amerikanischer Jazzmusiker
Q93006,Paul Debevec,Informatiker im Bereich Computergrafik
Q109648,Ralph Kretschmar,deutscher Schauspieler
Q371203,Maria-Esméralda de Belgique,"Belgische Prinzessin, Journalistin, Autorin und Dokumentarfilmerin"
Q242936,Susan Lucci,US-amerikanische Schauspielerin
Q10874,Blindheit,Sehbehinderung mit gänzlich fehlendem oder nur äußerst gering vorhandenem visuellen Wahrnehmungsvermögen eines oder beider Augen
Q183167,G. K. Chesterton,englischer Schriftsteller
Q972641,John C. Whitehead,US-amerikanischer Politiker und Manager
Q139258,Bengali,Film von Henry Hathaway (1935)
Q87996,Peter Rauhofer,österreichischer DJ und Musiker
Q229230,Evan Rachel Wood,US-amerikanische Schauspielerin
Q186652,"Marie-Joseph Motier, Marquis de La Fayette",französischer General und Politiker
Q49267,Henderson,Stadt im US-Bundesstaat Nevada
Q285806,Letters from a Killer,Film von David Carson (1998)
Q1065757,Charles Peter Wroth,britischer Ingenieur
Q133255,Bulgaren,Ethnie
Q236692,Hitomi Shimatani,japanische J-Pop-Sängerin
Q510653,Anita Sarkeesian,US-amerikanische Bloggerin
Q439267,Jack Scott,kanadischer Country- und Rockabilly-Musiker
Q2704774,Borys Paton,"ukrainischer Wissenschaftler, Präsident der Nationalen Akademie der Wissenschaften der Ukraine"
Q126700,Axel Wintermeyer,"deutscher Politiker, MdL und Rechtsanwalt"
Q382687,Moonlight Mile,Film von Brad Silberling (2002)
Q588591,Eric Stewart,"britischer Rocksänger, Gitarrist und Songschreiber"
Q123861,Johann Jakob Bachofen,Schweizer Jurist und Altertumsforscher
Q67188,Rüte,Gemeinde in der Schweiz
Q3039327,Lyle Talbot,US-amerikanischer Schauspieler
Q208110,Banská Štiavnica,Gemeinde in der Slowakei
Q1824699,Gail Ann Dorsey,US-amerikanische Sängerin
Q85025,Lisbeth Zwerger,österreichische Kinderbuchillustratorin
Q849784,Los Angeles Memorial Coliseum,"Stadion in Los Angeles, Kalifornien"
Q26486,Ladislaus I.,ungarischer König (1077–1095) Ladislaus I. genannt der Heilige
Q151596,Die Puppe,Film von Ernst Lubitsch (1919)
Q7291,Badminton,Ballsportart mit einem Federball und Schlägern für Rückschlag
Q20934,Incheon,Stadt in Südkorea
Q116733,Jacques Gruet,Genfer Libertin und Atheist
Q1912215,Max Baumberg,"deutscher Eisenbahningenieur, Reichsbahndirektor bei der Deutschen Reichsbahn"
Q93043,Jonathan Bowen,Britischer Informatiker
Q56709,Joseph Gusikow,Xylophonist
Q78834,Ignaz von Plener,österreichischer Politiker und Ministerpräsident
Q662406,Jean-François Deniau,"französischer Politiker, Diplomat und Schriftsteller (1928-2007)"
Q63618,Dominique Perben,französischer Politiker
Q1629765,Horst Neumann (Dirigent),deutscher Dirigent
Q53300,Hjalmar Hammarskjöld,schwedischer Politiker und Ministerpräsident
Q190602,Annette Bening,US-amerikanische Schauspielerin
Q1216050,Die Schneekönigin,Fernsehfilm
Q7042,Amberg,"kreisfreie Stadt im Regierungsbezirk Oberpfalz, Bayern, Deutschland"
Q930961,José Santos Chocano,peruanischer Dichter und Sänger
Q120703,Fulvio Caccia,Schweizer Politiker
Q257617,Tatoi,Residenz der griechischen Königsfamilie
Q939144,Manuel Briones,philippinischer Politiker
Q349799,Adam Horovitz,US-amerikanischer Rapper und Hip-Hop-Produzent
Q1620259,Hironobu Yasuda,japanischer Autorennfahrer
Q270692,Jonathan Davis,US-amerikanischer Metal-Sänger
Q115063,Walter Baier,österreichischer Politiker
Q325565,Lionel Martin,britischer Geschäftsmann und Rennfahrer
Q272946,Joan Cusack,US-amerikanische Schauspielerin
Q1163189,Daniel Wirtz,deutscher Rock-Sänger
Q94472,Bruno Marek,"österreichischer Politiker, Bürgermeister von Wien"
Q953284,Giovanni Battagio,"italienischer Architekt, Ingenieur und Unternehmer"
Q531939,Margaret Anderson,US-amerikanische Schriftstellerin; Gründerin und Herausgeberin von „The Little Review“
Q328934,José Antonio Nieves Conde,spanischer Regisseur
Q149768,Saad Eddin Ibrahim,ägyptischer Menschenrechtler
Q109448,Wilhelm Adolf Lette,deutscher Sozialpolitiker und Jurist
Q518344,Mikko Kozarowitzky,finnischer Automobilrennfahrer
Q89601,Reinhold Mitterlehner,"österreichischer Politiker, ehem. Abgeordneter zum Nationalrat"
Q100142,Fritz Köster,deutscher Autor und Anarchosyndikalist
Q929737,Lebererkrankung,Krankheit
Q737559,Konstantinos Maleas,griechischer Maler
Q219012,Zoltán Schönherz,"ungarischer kommunistischer Politiker, Widerstandskämpfer"
Q72620,Jean Becker,deutscher Konzertmeister
Q77166,Chlodwig zu Hohenlohe-Schillingsfürst,"deutscher Reichskanzler, bayerischer Ministerpräsident"
Q167080,Enrico Celio,"Schweizer Politiker (CVP), Bundespräsident (1943–1948), Vizepräsident (1942–1947)"
Q193478,Buda,Stadtteil von Budapest
Q88795,Eva Demski,deutsche Schriftstellerin
Q7113240,Ovanes Ohanian,armenisch-iranischer Wissenschaftler und Filmemacher
Q47284,Robert Rodriguez,"US-amerikanischer Regisseur, Drehbuchautor, Filmkomponist und Filmproduzent"
Q1510915,Gerd Witte,"deutscher Kirchenmusiker, Komponist und Hochschullehrer"
Q1544617,Ralph Manno,deutscher Klarinettist
Q123802,Leo Jogiches,sozialistischer Politiker
Q342043,Hampton,Stadt im US-Bundesstaat Virginia
Q64065,Lancy,Gemeinde in der Schweiz
Q577973,Harvey,Stadt im US-Bundesstaat Illinois
Q43925,Riders,Film von Gérard Pirès (2002)
Q219793,Zombie Town,Film (1989)
Q1635222,Skeets McDonald,US-amerikanischer Country-Musiker
Q66623,Hemmiken,Gemeinde in der Schweiz
Q35760,Essay,geistreiche Abhandlung
Q106005,Hossein Sabet,iranisch-deutscher Unternehmer
Q1135215,Corradino D’Ascanio,italienischer Erfinder
Q212224,Liam Aiken,US-amerikanischer Schauspieler
Q449769,Jan Sokol,tschechischer Philosoph und Politiker
Q192000,Zerrin Taşpınar,türkisch-alevitische Dichterin und Schriftstellerin
Q60131,Max Amann,"Deutscher Politiker (NSDAP), MdR und Publizist"
Q1762,Elagabal,römischer Kaiser
Q552758,Hipolit Cegielski,"Philologe, Unternehmer, Journalist und Politiker"
Q86553,Berta Zuckerkandl-Szeps,"österreichische Schriftstellerin, Journalistin, Salonnière und Kritikerin"
Q71873,Abbas Jadidi,iranischer Ringer
Q92292,Karl Ludwig von Pöllnitz,preußischer Schriftsteller und Abenteurer
Q430893,Charles Kent,britischer Schauspieler und Regisseur
Q152540,Blind Guardian,deutsche Band
Q240238,Bessie Love,US-amerikanische Schauspielerin
